"","genes","Description","ENSEMBL","logFC","logCPM","F","PValue","FDR","Significance"
"4433","SYNPO2","synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]","ENSG00000172403",0.146179733534953,3.98438762664979,0.05204723048327,0.821297982068251,1,"No"
"15495","NEURL4","neuralized E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:34410]","ENSG00000215041",0.0228567128978554,5.82995087408729,0.0520401214028407,0.821309968938957,1,"No"
"14888","CMTR2","cap methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:25635]","ENSG00000180917",-0.0279659640797966,4.88047035503447,0.0520376049842106,0.821314212167746,1,"No"
"14957","ZNF747","zinc finger protein 747 [Source:HGNC Symbol;Acc:HGNC:28350]","ENSG00000169955",-0.020361675983559,3.47428270862464,0.0520272485243537,0.821331676548501,1,"No"
"10380","C1QTNF4","C1q and TNF related 4 [Source:HGNC Symbol;Acc:HGNC:14346]","ENSG00000172247",-0.0673448413240983,3.06215821592412,0.0520080942739673,0.821363981711234,1,"No"
"18538","RASL10A","RAS like family 10 member A [Source:HGNC Symbol;Acc:HGNC:16954]","ENSG00000100276",0.0838350370185829,3.07970868353877,0.0519790238348896,0.821413023293138,1,"No"
"7902","USP27X-DT","USP27X divergent transcript [Source:HGNC Symbol;Acc:HGNC:27249]","ENSG00000234390",0.0364121133250918,1.4859708788484,0.0519513103319577,0.82145978919325,1,"No"
"17639","BRD4","bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]","ENSG00000141867",0.0265882671015282,7.06182474444508,0.0519215084150237,0.821510093914523,1,"No"
"18994","MT-TL1","mitochondrially encoded tRNA-Leu (UUA/G) 1 [Source:HGNC Symbol;Acc:HGNC:7490]","ENSG00000209082",-0.0913301599342078,2.20622948275967,0.0519135640190401,0.821523506379307,1,"No"
"10090","NCAM1-AS1","NCAM1 antisense RNA1 [Source:HGNC Symbol;Acc:HGNC:48675]","ENSG00000227487",0.0955577291005832,3.55164573605335,0.0518934468172609,0.82155747493908,1,"No"
"13095","DLEU7","deleted in lymphocytic leukemia 7 [Source:HGNC Symbol;Acc:HGNC:17567]","ENSG00000186047",-0.0796478786923577,1.04933394395321,0.0518691606037934,0.821598492257973,1,"No"
"8429","TBC1D25","TBC1 domain family member 25 [Source:HGNC Symbol;Acc:HGNC:8092]","ENSG00000068354",-0.0250686067499352,4.1247994040671,0.0518301923131198,0.821664327487096,1,"No"
"14343","CHD2","chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]","ENSG00000173575",-0.0216939631884286,7.36959039345521,0.0518255825382433,0.82167211722557,1,"No"
"2749","SPAG16","sperm associated antigen 16 [Source:HGNC Symbol;Acc:HGNC:23225]","ENSG00000144451",0.0352299844928937,6.248832509534,0.0517965644452718,0.821721161269512,1,"No"
"10299","PLCB3","phospholipase C beta 3 [Source:HGNC Symbol;Acc:HGNC:9056]","ENSG00000149782",-0.0627201501582258,5.28441140195331,0.051795180774247,0.821723500200376,1,"No"
"5892","PDCD6-DT","PDCD6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55580]","ENSG00000248925",-0.105173469053802,0.833803404636039,0.0517793967005485,0.821750183624555,1,"No"
"14224","ODF3L1","outer dense fiber of sperm tails 3 like 1 [Source:HGNC Symbol;Acc:HGNC:28735]","ENSG00000182950",0.0954876137738789,-0.83160803161199,0.051736241984709,0.821823159776771,1,"No"
"9962","TLN1","talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]","ENSG00000137076",0.0474375578459849,8.12167021428292,0.0517119408878439,0.821864267905318,1,"No"
"9418","GSN-AS1","GSN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23372]","ENSG00000235865",-0.0914782999142242,1.33585199995316,0.0516612669781909,0.821950021458,1,"No"
"17050","C2CD4C","C2 calcium dependent domain containing 4C [Source:HGNC Symbol;Acc:HGNC:29417]","ENSG00000183186",0.0956753572712545,2.64748055323002,0.0516573368518619,0.821956674114185,1,"No"
"2267","RHOQ-AS1","RHOQ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40816]","ENSG00000250116",-0.0878336171236151,0.146172690090285,0.0516268368972954,0.82200831147211,1,"No"
"18674","ADA2","adenosine deaminase 2 [Source:HGNC Symbol;Acc:HGNC:1839]","ENSG00000093072",-0.122495017879405,5.10018428371193,0.0515857031612287,0.822077977603601,1,"No"
"16792","C20orf27","chromosome 20 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:15873]","ENSG00000101220",-0.040629845048105,4.74548278927756,0.0515803001411582,0.822087130599634,1,"No"
"15782","FDXR","ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]","ENSG00000161513",-0.0564023553925393,4.6343424708965,0.0515727087724434,0.822099991624959,1,"No"
"8820","PHF20L1","PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280]","ENSG00000129292",-0.0331636889066497,5.97350352827821,0.0515602086830546,0.822121171002163,1,"No"
"4918","WDR1","WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]","ENSG00000071127",-0.0243843959311122,7.78159430683351,0.0515525707481474,0.822134113577115,1,"No"
"12076","TSPAN31","tetraspanin 31 [Source:HGNC Symbol;Acc:HGNC:10539]","ENSG00000135452",-0.0200395956366591,5.07643932298167,0.0515430865960106,0.822150185995696,1,"No"
"9877","HSDL2-AS1","HSDL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31438]","ENSG00000230185",0.0610730312200971,1.21807398824606,0.0515294576942797,0.822173285085666,1,"No"
"8093","ZNF182","zinc finger protein 182 [Source:HGNC Symbol;Acc:HGNC:13001]","ENSG00000147118",0.0228260879454568,3.79613305904545,0.051505393474936,0.822214078443355,1,"No"
"1524","CRYZL2P","crystallin zeta like 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:52164]","ENSG00000242193",-0.0491973517730607,3.60316466897578,0.0514851221596547,0.822248449908699,1,"No"
"15099","FBXO31","F-box protein 31 [Source:HGNC Symbol;Acc:HGNC:16510]","ENSG00000103264",-0.0278409678658349,5.58891134089233,0.0514385129962376,0.822327506123505,1,"No"
"5483","UGT3A2","UDP glycosyltransferase family 3 member A2 [Source:HGNC Symbol;Acc:HGNC:27266]","ENSG00000168671",-0.352598550123869,-2.62478955924411,0.0514304677155484,0.822341155957989,1,"No"
"9155","LACTB2-AS1","LACTB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27841]","ENSG00000246366",-0.111817476100544,-1.62063430532855,0.0513982664589011,0.822395800716372,1,"No"
"13501","SYNE3","spectrin repeat containing nuclear envelope family member 3 [Source:HGNC Symbol;Acc:HGNC:19861]","ENSG00000176438",-0.0421751317339241,5.23343505344984,0.0513367183386731,0.822500296581606,1,"No"
"2363","CCDC74B","coiled-coil domain containing 74B [Source:HGNC Symbol;Acc:HGNC:25267]","ENSG00000152076",0.0531374718836981,4.99736420211206,0.0512723220331035,0.822609698717249,1,"No"
"17332","ZNF585B","zinc finger protein 585B [Source:HGNC Symbol;Acc:HGNC:30948]","ENSG00000245680",0.0345776982282913,4.84806064866928,0.0512586411729646,0.822632950288448,1,"No"
"479","MIR5581","microRNA 5581 [Source:HGNC Symbol;Acc:HGNC:43527]","ENSG00000263675",0.189319160558198,-1.49826476229932,0.0512497846962534,0.822648004227649,1,"No"
"17822","CLDND2","claudin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28511]","ENSG00000160318",0.0609175488111271,0.616198178608935,0.0512433600270374,0.822658925520091,1,"No"
"7405","TTC26","tetratricopeptide repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21882]","ENSG00000105948",0.0344103632068352,4.45870669869482,0.051107999671312,0.82288919235806,1,"No"
"760","HEYL","hes related family bHLH transcription factor with YRPW motif like [Source:HGNC Symbol;Acc:HGNC:4882]","ENSG00000163909",0.158956736360518,1.67403207418291,0.0510999002693107,0.822902980745502,1,"No"
"11583","DNAJC9-AS1","DNAJC9 and MRPS16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31432]","ENSG00000236756",0.0621897848443249,2.14082161319894,0.0510970544242553,0.822907825773152,1,"No"
"908","CRB1","crumbs cell polarity complex component 1 [Source:HGNC Symbol;Acc:HGNC:2343]","ENSG00000134376",0.061620072496638,6.16242139579659,0.0510740953937884,0.822946918529746,1,"No"
"11916","ANO4","anoctamin 4 [Source:HGNC Symbol;Acc:HGNC:23837]","ENSG00000151572",-0.126653287471189,1.15091293846199,0.0510498550921201,0.822988202971605,1,"No"
"5741","SETD9","SET domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28508]","ENSG00000155542",0.101132166387597,1.34197777457274,0.0509926049643012,0.823085748503464,1,"No"
"16814","ZNFX1","zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]","ENSG00000124201",0.0249287965430363,6.36568599871206,0.0509798085994644,0.823107559449657,1,"No"
"9442","LCNL1","lipocalin like 1 [Source:HGNC Symbol;Acc:HGNC:34436]","ENSG00000214402",-0.0777152901794525,5.92403872814342,0.0509687497507511,0.8231264111834,1,"No"
"6824","ATXN1-AS1","ATXN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40515]","ENSG00000229931",0.0443484157956795,1.40338381395787,0.0509563790996132,0.823147501664429,1,"No"
"12202","KERA","keratocan [Source:HGNC Symbol;Acc:HGNC:6309]","ENSG00000139330",0.45935657559215,1.80983368502973,0.0509341930081035,0.823185333050058,1,"No"
"17563","PRDX2","peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353]","ENSG00000167815",-0.0164536138382596,7.21826385408188,0.050898364931823,0.823246444859342,1,"No"
"13066","UPF3A","UPF3A regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20332]","ENSG00000169062",-0.0326891713788054,6.9575614358954,0.0508850317051774,0.823269193072707,1,"No"
"2782","SLC30A3","solute carrier family 30 member 3 [Source:HGNC Symbol;Acc:HGNC:11014]","ENSG00000115194",-0.206857497126203,1.0031600831358,0.0508750953606248,0.823286147805141,1,"No"
"11953","MON2","MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:HGNC Symbol;Acc:HGNC:29177]","ENSG00000061987",-0.0265756218423292,5.8937475401608,0.0508229349772724,0.823375179495772,1,"No"
"10191","GUCY1A2","guanylate cyclase 1 soluble subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4684]","ENSG00000152402",0.110646634823106,2.73348336011406,0.0507772808594552,0.823453145226682,1,"No"
"14933","PSMD7","proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]","ENSG00000103035",-0.0198680937754024,4.98872491151752,0.0507666455186661,0.823471313006988,1,"No"
"17710","DAND5","DAN domain BMP antagonist family member 5 [Source:HGNC Symbol;Acc:HGNC:26780]","ENSG00000179284",-0.0906344676859625,-0.392383216669158,0.0507570428796422,0.823487718399318,1,"No"
"10231","SART1","spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP [Source:HGNC Symbol;Acc:HGNC:10538]","ENSG00000175467",-0.018151609268355,6.05572922660281,0.0507471152418336,0.823504680745228,1,"No"
"12020","PEBP1","phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8630]","ENSG00000089220",-0.0246267675831166,8.85342168979731,0.0507400983940172,0.823516670773479,1,"No"
"5233","CTNNA1","catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]","ENSG00000044115",0.0419689913283879,8.8950343029408,0.050731114406939,0.823532023421958,1,"No"
"18464","PI4KAP2","phosphatidylinositol 4-kinase alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33577]","ENSG00000183506",0.0703096663917974,5.55813205193561,0.0506827365602316,0.823614720463699,1,"No"
"14853","RBBP6","RB binding protein 6, ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:9889]","ENSG00000122257",-0.0264221456888619,6.26830934232471,0.0506790814151364,0.823620970252518,1,"No"
"466","KLHL20","kelch like family member 20 [Source:HGNC Symbol;Acc:HGNC:25056]","ENSG00000076321",-0.0236940415038376,4.66270413428573,0.0506061191915454,0.823745775150109,1,"No"
"18890","PDE9A","phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]","ENSG00000160191",0.0421976785575105,5.69039469621045,0.0505353150564376,0.823866979107507,1,"No"
"17273","RSPH6A","radial spoke head 6 homolog A [Source:HGNC Symbol;Acc:HGNC:14241]","ENSG00000104941",0.286939704152446,-1.99388878176535,0.0505350067558855,0.823867507057977,1,"No"
"9342","SETX","senataxin [Source:HGNC Symbol;Acc:HGNC:445]","ENSG00000107290",-0.0196430157778494,6.13162910341833,0.0505193194981139,0.823894373000457,1,"No"
"5156","PJA2","praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]","ENSG00000198961",0.0245473094897241,7.7703568636004,0.0505093418356188,0.823911462994021,1,"No"
"15885","TBC1D3L","TBC1 domain family member 3L [Source:HGNC Symbol;Acc:HGNC:51246]","ENSG00000274512",-0.0857459250504317,3.19973164469981,0.0504901240123133,0.823944384775794,1,"No"
"6958","ARL4A","ADP ribosylation factor like GTPase 4A [Source:HGNC Symbol;Acc:HGNC:695]","ENSG00000122644",0.120161578118637,4.73888791355164,0.0504846278746464,0.823953801344015,1,"No"
"12780","DNAJC15","DnaJ heat shock protein family (Hsp40) member C15 [Source:HGNC Symbol;Acc:HGNC:20325]","ENSG00000120675",0.129949364304894,5.77328834413741,0.0504053678507125,0.824089658077067,1,"No"
"4100","CCK","cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569]","ENSG00000187094",0.254866476694797,2.16460859503189,0.0503978296710476,0.824102584848739,1,"No"
"17262","TUBB4A","tubulin beta 4A class IVa [Source:HGNC Symbol;Acc:HGNC:20774]","ENSG00000104833",0.0908702052289204,6.4539329673228,0.0503633898044543,0.824161656652,1,"No"
"14504","MIR6859-4","microRNA 6859-4 [Source:HGNC Symbol;Acc:HGNC:50840]","ENSG00000278739",-0.140363404829194,-0.325451556747299,0.050354118996047,0.824177561719048,1,"No"
"14154","LYSMD4","LysM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26571]","ENSG00000183060",-0.0357200177414802,3.49877819467874,0.0503530825308934,0.824179339982023,1,"No"
"17485","RCN3","reticulocalbin 3 [Source:HGNC Symbol;Acc:HGNC:21145]","ENSG00000142552",-0.146771969306856,4.17772272083385,0.0503464957529954,0.824190641365095,1,"No"
"15277","TCAP","titin-cap [Source:HGNC Symbol;Acc:HGNC:11610]","ENSG00000173991",-0.070638424526955,2.09678839434709,0.0503224969617958,0.824231824305468,1,"No"
"10247","NPAS4","neuronal PAS domain protein 4 [Source:HGNC Symbol;Acc:HGNC:18983]","ENSG00000174576",0.192040798040676,-1.63455748815779,0.0502921331914468,0.824283944627733,1,"No"
"6808","FOXCUT","FOXC1 upstream transcript [Source:HGNC Symbol;Acc:HGNC:50650]","ENSG00000280916",-0.337489171197686,0.39445818407244,0.0502882684657056,0.82429057973279,1,"No"
"10466","TMEM126A","transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]","ENSG00000171202",0.0281750283854516,3.37275823954104,0.050281394639604,0.824302381636254,1,"No"
"16061","TSPOAP1","TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]","ENSG00000005379",-0.0423016421351993,7.03481108710825,0.0501647438838089,0.824502792803701,1,"No"
"4786","ZCCHC4","zinc finger CCHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:22917]","ENSG00000168228",-0.0299437566990767,2.98032791052183,0.0501596259094339,0.824511591320977,1,"No"
"5288","GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1 [Source:HGNC Symbol;Acc:HGNC:4075]","ENSG00000022355",0.244262941362886,0.684995323708067,0.0500519848061623,0.824696751021951,1,"No"
"17403","AXL","AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]","ENSG00000167601",-0.0385685213138673,6.16617212310637,0.0500475750986409,0.824704340878914,1,"No"
"15014","CBFA2T3","CBFA2/RUNX1 partner transcriptional co-repressor 3 [Source:HGNC Symbol;Acc:HGNC:1537]","ENSG00000129993",-0.153767614015263,1.25494797637141,0.0499550047778734,0.824863751411452,1,"No"
"2797","ANKRD36C","ankyrin repeat domain 36C [Source:HGNC Symbol;Acc:HGNC:32946]","ENSG00000174501",-0.0603537755216387,2.18159382457639,0.0499453846908535,0.824880326570422,1,"No"
"3891","BOC","BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]","ENSG00000144857",0.039654109926278,7.42475785466976,0.0499120524226589,0.824937770188913,1,"No"
"18753","TPTEP1","TPTE pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43648]","ENSG00000290418",0.332631623444734,-0.482993277428581,0.0498113664547049,0.825111411327294,1,"No"
"1335","MORF4L1P1","mortality factor 4 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20400]","ENSG00000218283",-0.022888702635324,3.37242286654361,0.0497878071485163,0.825152067903627,1,"No"
"13053","ATP7B","ATPase copper transporting beta [Source:HGNC Symbol;Acc:HGNC:870]","ENSG00000123191",0.0467634017726084,3.39522417235243,0.0497752942662169,0.825173665647242,1,"No"
"3337","GCSAM","germinal center associated signaling and motility [Source:HGNC Symbol;Acc:HGNC:20253]","ENSG00000174500",0.150098575406039,0.558162621759599,0.0497395195619596,0.825235429994018,1,"No"
"14153","KNSTRN","kinetochore localized astrin (SPAG5) binding protein [Source:HGNC Symbol;Acc:HGNC:30767]","ENSG00000128944",0.0415295668319782,3.82563214326526,0.0497291878643443,0.825253271819903,1,"No"
"9116","VIRMA","vir like m6A methyltransferase associated [Source:HGNC Symbol;Acc:HGNC:24500]","ENSG00000164944",0.0278294113638408,5.32151832454596,0.0497192888945608,0.825270368195619,1,"No"
"8815","FNTA","farnesyltransferase, CAAX box, alpha [Source:HGNC Symbol;Acc:HGNC:3782]","ENSG00000168522",0.0192951580472858,5.94555194797352,0.0496960199340001,0.825310562748904,1,"No"
"10303","FDXACB1","ferredoxin-fold anticodon binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25110]","ENSG00000255561",0.040321111506831,1.51412744124482,0.0496123945244807,0.825455098122516,1,"No"
"91","FAM183A","family with sequence similarity 183 member A [Source:HGNC Symbol;Acc:HGNC:34347]","ENSG00000186973",-0.116997775560545,2.42633237166225,0.0495835760560166,0.825504936673789,1,"No"
"1398","PIK3C2B","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972]","ENSG00000133056",0.0519776061449435,5.1998669203687,0.0495809947947352,0.825509401440322,1,"No"
"10510","MTA2","metastasis associated 1 family member 2 [Source:HGNC Symbol;Acc:HGNC:7411]","ENSG00000149480",0.0272399516377329,6.61986066464334,0.0495562164167901,0.825552266423768,1,"No"
"6572","CRIP3","cysteine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:17751]","ENSG00000146215",0.0525040558187109,3.42641085771745,0.0495071777657744,0.825637133328373,1,"No"
"9694","NDOR1","NADPH dependent diflavin oxidoreductase 1 [Source:HGNC Symbol;Acc:HGNC:29838]","ENSG00000188566",0.0260924040387267,5.48863539231024,0.0494565926624202,0.825724722855353,1,"No"
"5228","TMED7","transmembrane p24 trafficking protein 7 [Source:HGNC Symbol;Acc:HGNC:24253]","ENSG00000134970",-0.0180543778857992,6.26038176445895,0.0494469958167824,0.825741345376561,1,"No"
"16523","DSCAS","DSC1/DSC2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:51116]","ENSG00000265888",0.104682840140527,-0.264245551625726,0.049444479271934,0.825745704518597,1,"No"
"17149","ZNF431","zinc finger protein 431 [Source:HGNC Symbol;Acc:HGNC:20809]","ENSG00000196705",-0.0255891757065407,5.18210573458893,0.0493874403609032,0.825844538229135,1,"No"
"18377","PRR34-AS1","PRR34 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50499]","ENSG00000241990",-0.0726046248841936,1.11382534941867,0.049379451802764,0.825858385127114,1,"No"
"10686","PGR","progesterone receptor [Source:HGNC Symbol;Acc:HGNC:8910]","ENSG00000082175",-0.43805367336144,-0.644483645713254,0.0492819766704046,0.826027437720425,1,"No"
"5371","SLC23A1","solute carrier family 23 member 1 [Source:HGNC Symbol;Acc:HGNC:10974]","ENSG00000170482",-0.0705519924931976,0.657209067411846,0.0492272550213556,0.826122419323551,1,"No"
"7903","HDX","highly divergent homeobox [Source:HGNC Symbol;Acc:HGNC:26411]","ENSG00000165259",0.0398600177117145,2.5168225392057,0.0492271000772444,0.8261226883423,1,"No"
"11558","SVIL","supervillin [Source:HGNC Symbol;Acc:HGNC:11480]","ENSG00000197321",0.250118048206218,5.28969207963164,0.0491889281615569,0.826188977163839,1,"No"
"5351","GRK6","G protein-coupled receptor kinase 6 [Source:HGNC Symbol;Acc:HGNC:4545]","ENSG00000198055",0.0204763913035509,4.26286655864452,0.0491719078282182,0.826218543153221,1,"No"
"18995","MT-ND1","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]","ENSG00000198888",-0.0500079401938997,11.5467870781115,0.0491000578665903,0.826343412892329,1,"No"
"18845","MRPL39","mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]","ENSG00000154719",-0.0237691787341371,3.68128262566737,0.0490870164870882,0.826366088105477,1,"No"
"16811","RTF2","replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890]","ENSG00000022277",0.0246003076262228,6.3997708010794,0.049061523469755,0.826410422283586,1,"No"
"4223","SNORD19C","small nucleolar RNA, C/D box 19C [Source:HGNC Symbol;Acc:HGNC:52224]","ENSG00000222345",0.112571923503676,-1.65462141482584,0.0490589257618345,0.826414940562668,1,"No"
"6399","VARS1","valyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12651]","ENSG00000204394",-0.0410872472823542,6.05229057394045,0.0490503286806499,0.826429894646051,1,"No"
"14840","TAT","tyrosine aminotransferase [Source:HGNC Symbol;Acc:HGNC:11573]","ENSG00000198650",0.108349760597674,-1.2090471083256,0.0490462145517362,0.826437051402387,1,"No"
"16830","MTG2","mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239]","ENSG00000101181",0.0302383123810476,5.39699615850548,0.0490431021277261,0.826442465846836,1,"No"
"14259","LETR1","lymphatic endothelial transcriptional regulator lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:49597]","ENSG00000248441",0.283082045877646,-0.214359382047612,0.0490201634284756,0.82648237610572,1,"No"
"10520","GNG3","G protein subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:4405]","ENSG00000162188",-0.114793928773605,2.50417696347979,0.0489714192085337,0.826567217099272,1,"No"
"5360","LRRC14B","leucine rich repeat containing 14B [Source:HGNC Symbol;Acc:HGNC:37268]","ENSG00000185028",-0.174511836130197,-1.48144705717269,0.0489413219112164,0.826619624637596,1,"No"
"83","MIR3659HG","MIR3659 host gene [Source:HGNC Symbol;Acc:HGNC:54306]","ENSG00000224592",0.0981497013476803,-1.04594504761983,0.048941160327427,0.826619906044382,1,"No"
"18228","TPM4","tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]","ENSG00000167460",-0.0580205127114446,7.73440455978082,0.0489030459331264,0.826686297936216,1,"No"
"8880","MTSS1","MTSS I-BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20443]","ENSG00000170873",0.0685070874561242,6.37641590486207,0.0488697517064996,0.826744315771296,1,"No"
"6659","EZR","ezrin [Source:HGNC Symbol;Acc:HGNC:12691]","ENSG00000092820",0.0335212348161474,9.84602456099048,0.0488694917230876,0.826744768894737,1,"No"
"14206","CCPG1","cell cycle progression 1 [Source:HGNC Symbol;Acc:HGNC:24227]","ENSG00000260916",-0.0310918317914742,4.18337507630406,0.0488633765763269,0.826755427310469,1,"No"
"848","BTBD8","BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:21019]","ENSG00000189195",-0.0595779146282,3.64768920122542,0.0488147670821546,0.826840176326837,1,"No"
"11166","FAM204A","family with sequence similarity 204 member A [Source:HGNC Symbol;Acc:HGNC:25794]","ENSG00000165669",-0.0172376224274146,5.21268087074998,0.0487873370785479,0.826888019181078,1,"No"
"635","PPP1R8","protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]","ENSG00000117751",0.0154846604736299,5.67260023661873,0.0487824300515188,0.826896579407572,1,"No"
"5369","MATR3","matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]","ENSG00000015479",-0.087224226480164,2.82111314083759,0.0486983026946644,0.827043408579005,1,"No"
"9597","STKLD1","serine/threonine kinase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28669]","ENSG00000198870",-0.0436072366026811,2.14941252900709,0.0486619004752268,0.827106983400191,1,"No"
"1405","C1orf162","chromosome 1 open reading frame 162 [Source:HGNC Symbol;Acc:HGNC:28344]","ENSG00000143110",0.0431773308525617,1.83087086944623,0.0486598239845071,0.827110610649751,1,"No"
"6359","MICB","MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]","ENSG00000204516",0.11710927295084,0.213660237537881,0.0486503144037163,0.827127223187133,1,"No"
"17087","HNRNPA1P10","heterogeneous nuclear ribonucleoprotein A1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:39128]","ENSG00000214223",-0.0662081137773696,0.00993094469051537,0.0486173512921927,0.827184820520937,1,"No"
"4092","ZNF619","zinc finger protein 619 [Source:HGNC Symbol;Acc:HGNC:26910]","ENSG00000177873",0.0272778066605328,3.35783313214353,0.0485795121566,0.827250963153257,1,"No"
"1055","RPAP2","RNA polymerase II associated protein 2 [Source:HGNC Symbol;Acc:HGNC:25791]","ENSG00000122484",0.028032279022178,5.0899880338233,0.0485697249501995,0.827268075548103,1,"No"
"9437","GARNL3","GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425]","ENSG00000136895",-0.0391162276027349,5.17356790747172,0.048563295796492,0.827279317557078,1,"No"
"2725","SUPT7L","SPT7 like, STAGA complex subunit gamma [Source:HGNC Symbol;Acc:HGNC:30632]","ENSG00000119760",-0.0164083022442169,6.30509780066675,0.0485241137958356,0.827347848050119,1,"No"
"5593","PCDHGA12","protocadherin gamma subfamily A, 12 [Source:HGNC Symbol;Acc:HGNC:8699]","ENSG00000253159",-0.208830087773809,2.22240610452262,0.0485227374325324,0.827350255878999,1,"No"
"1360","KLHL12","kelch like family member 12 [Source:HGNC Symbol;Acc:HGNC:19360]","ENSG00000117153",0.0205504631946543,5.53945152062182,0.0485207635859536,0.827353709015933,1,"No"
"17758","DNM2","dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]","ENSG00000079805",0.0238586341227316,7.37404204637246,0.0485057930282464,0.82737990159195,1,"No"
"16341","ELP2","elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248]","ENSG00000134759",-0.0206573087771313,6.1668438825963,0.0484645411771522,0.827452098046555,1,"No"
"15840","FASN","fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]","ENSG00000169710",0.0464263436598209,8.26342080086234,0.0484373684312795,0.827499671746158,1,"No"
"13043","PSPC1","paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320]","ENSG00000121390",-0.0246056238343668,5.48022214021503,0.0484263960041675,0.827518886104532,1,"No"
